"","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","DateTime"
"67008",1.484,0.128,241,6.2,0,0,18,2007-02-01 06:11:00
"67009",1.476,0.126,240.54,6,0,0,18,2007-02-01 06:12:00
"67010",1.47,0.122,240.32,6,0,0,18,2007-02-01 06:13:00
"67011",0.858,0.112,241.16,4,0,0,6,2007-02-01 06:14:00
"67012",0.558,0.118,241.86,2.4,0,0,0,2007-02-01 06:15:00
"67013",0.58,0.128,242.53,2.4,0,0,0,2007-02-01 06:16:00
"67014",0.552,0.112,243.11,2.2,0,1,0,2007-02-01 06:17:00
"67015",0.548,0.11,242.63,2.2,0,2,0,2007-02-01 06:18:00
"67016",0.502,0.11,242.76,2,0,1,0,2007-02-01 06:19:00
"67017",0.49,0.114,243.23,2,0,1,0,2007-02-01 06:20:00
"67018",0.49,0.114,243.51,2,0,2,0,2007-02-01 06:21:00
"67019",1.102,0.106,242.82,5,0,1,8,2007-02-01 06:22:00
"67020",1.59,0.098,241.82,6.6,0,2,18,2007-02-01 06:23:00
"67021",1.59,0.102,242.86,6.4,0,1,19,2007-02-01 06:24:00
"67022",1.586,0.102,243.14,6.4,0,1,18,2007-02-01 06:25:00
"67023",1.588,0.104,243.56,6.4,0,2,18,2007-02-01 06:26:00
"67024",1.584,0.104,243.35,6.4,0,1,18,2007-02-01 06:27:00
"67025",1.58,0.102,243.22,6.4,0,1,19,2007-02-01 06:28:00
"67026",1.58,0.104,243.31,6.4,0,2,18,2007-02-01 06:29:00
"67027",1.578,0.104,243.25,6.4,0,1,18,2007-02-01 06:30:00
"67028",1.578,0.104,243.47,6.4,0,1,18,2007-02-01 06:31:00
"67029",1.578,0.104,243.51,6.4,0,2,18,2007-02-01 06:32:00
"67030",1.57,0.102,242.99,6.4,0,1,18,2007-02-01 06:33:00
"67031",1.574,0.104,243.47,6.4,0,1,18,2007-02-01 06:34:00
"67032",1.606,0.128,243.18,6.6,0,2,19,2007-02-01 06:35:00
"67033",2.246,0.228,241.12,9.4,0,1,17,2007-02-01 06:36:00
"67034",2.658,0.224,240.56,11,0,1,18,2007-02-01 06:37:00
"67035",4.962,0.204,238.69,22.4,0,1,18,2007-02-01 06:38:00
"67036",6.536,0.188,236.9,27.6,0,2,17,2007-02-01 06:39:00
"67037",5.292,0.202,238.44,22.2,0,1,17,2007-02-01 06:40:00
"67038",5.81,0.208,237.64,24.4,0,1,18,2007-02-01 06:41:00
"67039",5.606,0.262,237.63,23.8,0,1,17,2007-02-01 06:42:00
"67040",4.678,0.31,238.98,19.8,0,1,17,2007-02-01 06:43:00
"67041",3.9,0.38,239.75,16.4,0,2,18,2007-02-01 06:44:00
"67042",3.368,0.322,240.29,14,0,0,18,2007-02-01 06:45:00
"67043",3.18,0.27,240.73,13.2,0,0,18,2007-02-01 06:46:00
"67044",3.178,0.266,240.65,13.2,0,0,17,2007-02-01 06:47:00
"67045",3.192,0.268,240.94,13.2,0,0,18,2007-02-01 06:48:00
"67046",3.252,0.268,240.98,13.4,0,0,18,2007-02-01 06:49:00
"67047",3.124,0.16,240.73,13,0,0,18,2007-02-01 06:50:00
"67048",2.792,0.122,240.63,11.6,0,0,17,2007-02-01 06:51:00
"67049",2.808,0.124,240.93,11.6,0,0,18,2007-02-01 06:52:00
"67050",2.818,0.126,241.43,11.6,0,0,18,2007-02-01 06:53:00
"67051",2.812,0.126,241.53,11.6,0,0,18,2007-02-01 06:54:00
"67052",2.97,0.122,241.06,12.2,0,0,18,2007-02-01 06:55:00
"67053",3.004,0.118,240.63,12.4,0,0,18,2007-02-01 06:56:00
"67054",2.974,0.118,240.31,12.4,0,0,17,2007-02-01 06:57:00
"67055",2.924,0,241.08,12,0,0,18,2007-02-01 06:58:00
"67056",2.912,0,241.48,12,0,0,18,2007-02-01 06:59:00
"67057",2.708,0,241.55,11.2,0,0,18,2007-02-01 07:00:00
"67058",3.18,0,240.46,13.2,0,0,18,2007-02-01 07:01:00
"67059",3.026,0,240.23,12.6,0,0,17,2007-02-01 07:02:00
"67060",2.992,0,240,12.4,0,0,18,2007-02-01 07:03:00
"67061",2.938,0,239.54,12.2,0,0,17,2007-02-01 07:04:00
"67062",2.93,0,239.8,12.2,0,0,18,2007-02-01 07:05:00
"67063",2.934,0,240.06,12.2,0,0,18,2007-02-01 07:06:00
"67064",2.894,0,239.77,12,0,0,17,2007-02-01 07:07:00
"67065",2.842,0,238.82,11.8,0,0,18,2007-02-01 07:08:00
"67066",2.874,0,240.23,11.8,0,0,18,2007-02-01 07:09:00
"67067",2.36,0,242.68,9.8,0,0,18,2007-02-01 07:10:00
"67068",2.106,0,243.29,8.6,0,0,18,2007-02-01 07:11:00
"67069",2.126,0,242.09,8.8,0,0,18,2007-02-01 07:12:00
"67070",2.108,0,241.56,8.6,0,0,18,2007-02-01 07:13:00
"67071",2.108,0,241.18,8.6,0,0,17,2007-02-01 07:14:00
"67072",2.108,0,240.6,8.8,0,0,18,2007-02-01 07:15:00
"67073",2.12,0,240.61,8.8,0,0,18,2007-02-01 07:16:00
"67074",2.116,0,240.22,8.8,0,0,18,2007-02-01 07:17:00
"67075",2.06,0,239.65,8.6,0,0,17,2007-02-01 07:18:00
"67076",2.586,0,239.34,10.8,0,0,18,2007-02-01 07:19:00
"67077",2.448,0.094,239.06,10.2,0,0,17,2007-02-01 07:20:00
"67078",2.088,0.102,240.27,8.6,0,0,18,2007-02-01 07:21:00
"67079",2.15,0.092,239.63,9,0,0,18,2007-02-01 07:22:00
"67080",2.206,0.09,239.79,9.2,0,0,17,2007-02-01 07:23:00
"67081",2.292,0.18,239.56,9.6,0,0,18,2007-02-01 07:24:00
"67082",2.32,0.22,239.29,9.6,0,0,17,2007-02-01 07:25:00
"67083",2.494,0.212,238.52,10.4,0,0,18,2007-02-01 07:26:00
"67084",2.67,0.214,239.1,11.2,0,0,17,2007-02-01 07:27:00
"67085",3.066,0.212,239.75,12.8,0,0,18,2007-02-01 07:28:00
"67086",2.76,0.214,240.02,11.4,0,0,18,2007-02-01 07:29:00
"67087",3.07,0.222,239.36,12.8,0,0,17,2007-02-01 07:30:00
"67088",3.004,0.162,238.98,12.6,0,0,18,2007-02-01 07:31:00
"67089",3.492,0.114,237.96,14.6,0,0,17,2007-02-01 07:32:00
"67090",3.628,0.114,237.51,15.2,0,0,17,2007-02-01 07:33:00
"67091",3.73,0.114,237.61,15.6,0,0,18,2007-02-01 07:34:00
"67092",4.332,0.228,236.96,18.4,0,0,17,2007-02-01 07:35:00
"67093",3.904,0.108,236.51,16.4,0,0,17,2007-02-01 07:36:00
"67094",3.766,0.11,237.17,15.8,0,0,17,2007-02-01 07:37:00
"67095",5.268,0.102,236.55,23.4,0,0,17,2007-02-01 07:38:00
"67096",7.482,0,233.62,32,0,0,17,2007-02-01 07:39:00
"67097",5.024,0,236.41,21.6,0,0,17,2007-02-01 07:40:00
"67098",3.592,0,237.72,15,0,0,18,2007-02-01 07:41:00
"67099",4.684,0,236.48,19.8,0,0,17,2007-02-01 07:42:00
"67100",4.764,0,236.33,20,0,0,17,2007-02-01 07:43:00
"67101",3.552,0,237.91,14.8,0,0,17,2007-02-01 07:44:00
"67102",3.466,0,236.38,14.6,0,0,17,2007-02-01 07:45:00
"67103",3.286,0,237.14,13.8,0,0,18,2007-02-01 07:46:00
"67104",3.2,0,236.82,13.4,0,0,17,2007-02-01 07:47:00
"67105",3.196,0,236.65,13.4,0,0,17,2007-02-01 07:48:00
"67106",3.332,0,236.21,14,0,0,17,2007-02-01 07:49:00
"67107",3.406,0.166,236.64,14.4,0,0,17,2007-02-01 07:50:00
"67108",3.184,0.154,236.56,13.4,0,0,17,2007-02-01 07:51:00
"67109",2.96,0.146,236.3,12.4,0,0,18,2007-02-01 07:52:00
"67110",2.874,0.086,236.54,12,0,0,17,2007-02-01 07:53:00
"67111",2.58,0,236.75,10.8,0,0,17,2007-02-01 07:54:00
"67112",2.566,0,236.46,10.8,0,0,17,2007-02-01 07:55:00
"67113",2.546,0,235.46,10.8,0,0,17,2007-02-01 07:56:00
"67114",2.634,0.046,236.31,11,0,0,17,2007-02-01 07:57:00
"67115",2.678,0.102,236.8,11.2,0,0,17,2007-02-01 07:58:00
"67116",2.686,0.1,236.51,11.2,0,0,18,2007-02-01 07:59:00
"67117",2.832,0.22,235.97,12,0,0,17,2007-02-01 08:00:00
"67118",2.744,0.194,235.22,11.6,0,0,17,2007-02-01 08:01:00
"67119",2.728,0.196,235.77,11.6,0,0,17,2007-02-01 08:02:00
"67120",2.708,0.192,234.86,11.4,0,0,17,2007-02-01 08:03:00
"67121",2.694,0.19,234.29,11.4,0,0,16,2007-02-01 08:04:00
"67122",2.788,0.186,233.78,11.8,0,0,17,2007-02-01 08:05:00
"67123",2.812,0.188,234.29,12,0,0,17,2007-02-01 08:06:00
"67124",2.82,0.2,234.31,12,0,0,17,2007-02-01 08:07:00
"67125",2.886,0.214,233.84,12.4,0,0,17,2007-02-01 08:08:00
"67126",4.116,0.194,233.05,17.6,2,0,16,2007-02-01 08:09:00
"67127",2.878,0.2,234.55,12.2,1,0,17,2007-02-01 08:10:00
"67128",2.86,0.196,233.91,12.2,1,0,17,2007-02-01 08:11:00
"67129",2.766,0.198,234.08,11.8,1,0,17,2007-02-01 08:12:00
"67130",2.66,0.17,234.31,11.4,2,0,17,2007-02-01 08:13:00
"67131",2.516,0,235.01,10.6,1,0,17,2007-02-01 08:14:00
"67132",2.698,0.174,235.51,11.4,1,0,17,2007-02-01 08:15:00
"67133",2.99,0.186,237.83,12.6,1,0,17,2007-02-01 08:16:00
"67134",2.632,0.08,238.63,11,1,0,17,2007-02-01 08:17:00
"67135",2.664,0,238.59,11,2,0,18,2007-02-01 08:18:00
"67136",2.712,0,238.06,11.4,1,0,17,2007-02-01 08:19:00
"67137",2.702,0,238.42,11.2,1,0,18,2007-02-01 08:20:00
"67138",2.906,0,238.67,12.2,1,0,17,2007-02-01 08:21:00
"67139",3.246,0,238.01,13.8,2,0,18,2007-02-01 08:22:00
"67140",2.774,0,237.86,11.6,1,0,17,2007-02-01 08:23:00
"67141",2.768,0,237.86,11.6,1,0,17,2007-02-01 08:24:00
"67142",2.774,0,238.23,11.6,1,0,18,2007-02-01 08:25:00
"67143",2.75,0,237.47,11.6,1,0,17,2007-02-01 08:26:00
"67144",2.744,0,238.13,11.4,1,0,17,2007-02-01 08:27:00
"67145",2.764,0,237.45,11.6,1,0,18,2007-02-01 08:28:00
"67146",4.348,0,236.19,18.8,27,0,17,2007-02-01 08:29:00
"67147",4.982,0,236.12,21,38,0,17,2007-02-01 08:30:00
"67148",4.966,0,235.88,21,37,0,17,2007-02-01 08:31:00
"67149",5.02,0,235.42,21.2,37,0,17,2007-02-01 08:32:00
"67150",4.978,0,235.49,21,38,0,17,2007-02-01 08:33:00
"67151",4.866,0,234.55,20.6,37,0,17,2007-02-01 08:34:00
"67152",4.84,0,235.38,20.4,37,0,17,2007-02-01 08:35:00
"67153",4.888,0,236.07,20.6,37,0,17,2007-02-01 08:36:00
"67154",5.176,0,234.84,22,37,0,17,2007-02-01 08:37:00
"67155",4.506,0,234.93,19,37,0,17,2007-02-01 08:38:00
"67156",4.608,0.048,235,19.6,37,0,17,2007-02-01 08:39:00
"67157",4.718,0.088,234.17,20,37,0,16,2007-02-01 08:40:00
"67158",4.7,0.086,233.91,20,37,0,17,2007-02-01 08:41:00
"67159",4.672,0.09,235.15,19.8,37,0,17,2007-02-01 08:42:00
"67160",2.62,0.11,237.55,11,2,0,17,2007-02-01 08:43:00
"67161",2.588,0.182,237.12,11,1,0,18,2007-02-01 08:44:00
"67162",2.758,0.42,236.48,11.8,1,1,17,2007-02-01 08:45:00
"67163",2.904,0.408,237.01,12.2,2,1,17,2007-02-01 08:46:00
"67164",2.906,0.4,236.94,12.2,1,1,17,2007-02-01 08:47:00
"67165",2.98,0.482,236.67,12.6,1,2,18,2007-02-01 08:48:00
"67166",2.984,0.5,237,12.6,1,1,17,2007-02-01 08:49:00
"67167",2.968,0.494,236.34,12.6,1,1,17,2007-02-01 08:50:00
"67168",2.956,0.488,235.65,12.6,2,2,17,2007-02-01 08:51:00
"67169",2.96,0.49,235.71,12.6,1,1,17,2007-02-01 08:52:00
"67170",2.962,0.492,235.82,12.6,1,2,17,2007-02-01 08:53:00
"67171",2.898,0.464,235.85,12.4,1,1,17,2007-02-01 08:54:00
"67172",3.248,0.19,235.92,14,1,1,17,2007-02-01 08:55:00
"67173",2.746,0.194,236.25,11.6,2,2,17,2007-02-01 08:56:00
"67174",2.744,0.192,236.13,11.6,1,1,17,2007-02-01 08:57:00
"67175",2.754,0.196,236.76,11.6,1,1,18,2007-02-01 08:58:00
"67176",2.664,0.176,236.91,11.2,1,2,17,2007-02-01 08:59:00
"67177",3.26,0.136,236.02,14,1,1,17,2007-02-01 09:00:00
"67178",2.402,0.104,237.23,10,2,1,17,2007-02-01 09:01:00
"67179",2.406,0.106,237.48,10,1,2,17,2007-02-01 09:02:00
"67180",2.41,0.108,237.82,10,1,1,18,2007-02-01 09:03:00
"67181",2.164,0.106,237.98,9.2,1,1,17,2007-02-01 09:04:00
"67182",1.906,0.104,238.35,8,1,1,18,2007-02-01 09:05:00
"67183",1.898,0.102,237.72,8,2,2,17,2007-02-01 09:06:00
"67184",1.904,0.104,237.89,8,1,1,17,2007-02-01 09:07:00
"67185",1.908,0.104,238.19,8,1,1,18,2007-02-01 09:08:00
"67186",1.902,0.104,237.85,8,1,1,17,2007-02-01 09:09:00
"67187",1.904,0.104,237.88,8,1,1,17,2007-02-01 09:10:00
"67188",1.896,0.102,237.5,8,2,2,18,2007-02-01 09:11:00
"67189",1.9,0.102,237.7,8,1,1,17,2007-02-01 09:12:00
"67190",1.85,0,237.38,7.8,1,0,17,2007-02-01 09:13:00
"67191",1.84,0,238.28,7.6,1,0,18,2007-02-01 09:14:00
"67192",1.83,0,237.77,7.6,1,0,17,2007-02-01 09:15:00
"67193",1.83,0,237.68,7.6,2,0,17,2007-02-01 09:16:00
"67194",1.81,0,237.45,7.6,1,0,18,2007-02-01 09:17:00
"67195",1.658,0,237.34,7,1,0,17,2007-02-01 09:18:00
"67196",1.654,0,237.28,6.8,1,0,17,2007-02-01 09:19:00
"67197",1.722,0.056,236.79,7.2,2,0,17,2007-02-01 09:20:00
"67198",1.76,0.114,237.17,7.4,1,0,18,2007-02-01 09:21:00
"67199",1.768,0.116,237.31,7.4,1,0,17,2007-02-01 09:22:00
"67200",1.766,0.116,237.3,7.4,1,0,17,2007-02-01 09:23:00
"67201",1.842,0.118,237.74,7.8,1,0,17,2007-02-01 09:24:00
"67202",1.678,0.128,237.89,7,2,0,18,2007-02-01 09:25:00
"67203",1.444,0.12,237.6,6,1,0,17,2007-02-01 09:26:00
"67204",1.444,0.122,237.92,6,1,0,17,2007-02-01 09:27:00
"67205",1.448,0.124,238.27,6,1,0,18,2007-02-01 09:28:00
"67206",1.444,0.122,238.1,6,2,0,17,2007-02-01 09:29:00
"67207",1.448,0.124,238.54,6,1,0,18,2007-02-01 09:30:00
"67208",1.444,0.126,238.71,6,1,0,17,2007-02-01 09:31:00
"67209",1.434,0.122,238.06,6,1,0,18,2007-02-01 09:32:00
"67210",1.518,0.216,237.85,6.4,1,0,17,2007-02-01 09:33:00
"67211",1.49,0.256,237.55,6.2,1,0,17,2007-02-01 09:34:00
"67212",1.474,0.248,237.38,6.2,1,0,17,2007-02-01 09:35:00
"67213",1.458,0.246,237.49,6.2,1,0,18,2007-02-01 09:36:00
"67214",1.518,0.234,237.46,6.4,1,0,17,2007-02-01 09:37:00
"67215",1.444,0.116,238.82,6,1,0,18,2007-02-01 09:38:00
"67216",1.43,0.098,238.51,6,2,0,17,2007-02-01 09:39:00
"67217",1.418,0.094,238.16,5.8,1,0,17,2007-02-01 09:40:00
"67218",1.42,0.094,238.16,5.8,1,0,18,2007-02-01 09:41:00
"67219",1.416,0.094,238.1,5.8,1,0,17,2007-02-01 09:42:00
"67220",1.406,0.092,237.5,5.8,1,0,17,2007-02-01 09:43:00
"67221",1.384,0.104,237.39,5.8,1,0,18,2007-02-01 09:44:00
"67222",1.348,0.076,238.03,5.6,1,0,17,2007-02-01 09:45:00
"67223",1.3,0,238.16,5.4,1,0,17,2007-02-01 09:46:00
"67224",1.332,0,238.27,5.6,1,0,18,2007-02-01 09:47:00
"67225",2.402,0,236.87,11,17,0,17,2007-02-01 09:48:00
"67226",3.496,0,235.98,14.8,37,0,17,2007-02-01 09:49:00
"67227",3.492,0,235.93,14.8,37,0,17,2007-02-01 09:50:00
"67228",3.502,0,236.29,14.8,38,0,17,2007-02-01 09:51:00
"67229",3.494,0,235.84,14.8,37,0,17,2007-02-01 09:52:00
"67230",3.486,0,235.61,14.8,37,0,17,2007-02-01 09:53:00
"67231",3.492,0,236,14.8,37,0,18,2007-02-01 09:54:00
"67232",3.504,0,236.53,14.8,37,0,17,2007-02-01 09:55:00
"67233",3.518,0,237.18,14.8,38,0,17,2007-02-01 09:56:00
"67234",3.52,0,236.98,14.8,38,0,17,2007-02-01 09:57:00
"67235",3.51,0,236.81,14.8,37,0,17,2007-02-01 09:58:00
"67236",3.502,0,236.86,14.6,37,0,18,2007-02-01 09:59:00
"67237",3.52,0,237.37,14.8,38,0,17,2007-02-01 10:00:00
"67238",3.508,0,237.14,14.8,37,0,17,2007-02-01 10:01:00
"67239",3.5,0,236.93,14.6,37,0,17,2007-02-01 10:02:00
"67240",2.368,0.114,237.16,11,19,0,17,2007-02-01 10:03:00
"67241",1.376,0.112,237.75,5.8,0,0,18,2007-02-01 10:04:00
"67242",1.38,0.116,238.34,5.8,0,0,17,2007-02-01 10:05:00
"67243",1.378,0.12,237.81,5.8,0,0,18,2007-02-01 10:06:00
"67244",1.394,0.148,237.15,5.8,0,0,17,2007-02-01 10:07:00
"67245",1.372,0.116,236.94,5.8,1,0,17,2007-02-01 10:08:00
"67246",1.358,0.108,236.76,5.6,0,0,17,2007-02-01 10:09:00
"67247",1.356,0.11,236.83,5.6,0,0,17,2007-02-01 10:10:00
"67248",1.348,0.106,236.06,5.6,0,0,17,2007-02-01 10:11:00
"67249",1.352,0.108,236.58,5.6,0,0,18,2007-02-01 10:12:00
"67250",1.348,0.106,236.21,5.6,0,0,17,2007-02-01 10:13:00
"67251",1.362,0.112,237.57,5.6,0,0,17,2007-02-01 10:14:00
"67252",1.358,0.11,237.39,5.6,0,0,17,2007-02-01 10:15:00
"67253",1.362,0.112,237.72,5.6,0,0,18,2007-02-01 10:16:00
"67254",1.368,0.116,238.37,5.6,0,0,17,2007-02-01 10:17:00
"67255",1.344,0.074,238.78,5.6,0,0,18,2007-02-01 10:18:00
"67256",1.282,0,238.9,5.2,0,0,17,2007-02-01 10:19:00
"67257",1.322,0,239.14,5.4,0,0,18,2007-02-01 10:20:00
"67258",1.36,0.09,239.1,5.6,0,0,17,2007-02-01 10:21:00
"67259",1.348,0.086,238.03,5.6,0,0,17,2007-02-01 10:22:00
"67260",1.352,0.086,238.23,5.6,0,0,18,2007-02-01 10:23:00
"67261",1.356,0.088,238.8,5.6,0,0,17,2007-02-01 10:24:00
"67262",1.356,0.088,238.89,5.6,0,0,18,2007-02-01 10:25:00
"67263",1.352,0.088,238.55,5.6,0,0,17,2007-02-01 10:26:00
"67264",1.356,0.09,239.25,5.6,0,0,18,2007-02-01 10:27:00
"67265",1.352,0.088,238.81,5.6,0,0,17,2007-02-01 10:28:00
"67266",1.344,0.086,238.3,5.6,0,0,18,2007-02-01 10:29:00
"67267",1.344,0.086,238.25,5.6,0,0,17,2007-02-01 10:30:00
"67268",1.342,0.086,238.25,5.6,0,0,17,2007-02-01 10:31:00
"67269",1.288,0,238.14,5.4,0,0,18,2007-02-01 10:32:00
"67270",1.266,0,237.4,5.2,0,0,17,2007-02-01 10:33:00
"67271",1.262,0,237.05,5.2,0,0,17,2007-02-01 10:34:00
"67272",1.276,0,238.34,5.2,0,0,18,2007-02-01 10:35:00
"67273",1.278,0,238.57,5.2,0,0,17,2007-02-01 10:36:00
"67274",1.286,0,238.52,5.4,0,0,18,2007-02-01 10:37:00
"67275",1.31,0,238.69,5.4,0,0,17,2007-02-01 10:38:00
"67276",1.28,0,238.66,5.2,0,0,18,2007-02-01 10:39:00
"67277",1.286,0,239.26,5.4,0,0,17,2007-02-01 10:40:00
"67278",1.284,0,239.18,5.4,0,0,18,2007-02-01 10:41:00
"67279",1.29,0,239.65,5.4,0,0,17,2007-02-01 10:42:00
"67280",1.302,0,239.11,5.4,0,0,18,2007-02-01 10:43:00
"67281",1.392,0.118,239.06,5.8,0,0,17,2007-02-01 10:44:00
"67282",1.4,0.122,239.87,5.8,0,0,18,2007-02-01 10:45:00
"67283",1.394,0.122,239.69,5.8,0,0,17,2007-02-01 10:46:00
"67284",1.4,0.124,240.31,5.8,0,0,18,2007-02-01 10:47:00
"67285",1.402,0.126,240.65,5.8,0,0,18,2007-02-01 10:48:00
"67286",1.406,0.128,241.27,5.8,0,0,18,2007-02-01 10:49:00
"67287",1.406,0.13,241.42,5.8,0,0,18,2007-02-01 10:50:00
"67288",1.4,0.128,240.88,5.8,0,0,17,2007-02-01 10:51:00
"67289",1.41,0.128,241.1,5.8,0,0,18,2007-02-01 10:52:00
"67290",1.406,0.128,241,5.8,0,0,18,2007-02-01 10:53:00
"67291",1.396,0.124,240.19,5.8,0,0,18,2007-02-01 10:54:00
"67292",1.386,0.122,239.64,5.8,0,0,17,2007-02-01 10:55:00
"67293",1.366,0.114,238.13,5.6,0,0,18,2007-02-01 10:56:00
"67294",1.37,0.116,238.56,5.6,0,0,17,2007-02-01 10:57:00
"67295",1.372,0.116,238.76,5.6,0,0,18,2007-02-01 10:58:00
"67296",1.328,0.05,239.18,5.4,0,0,17,2007-02-01 10:59:00
"67297",1.28,0,238.74,5.2,0,0,17,2007-02-01 11:00:00
"67298",1.276,0,238.44,5.2,0,0,18,2007-02-01 11:01:00
"67299",1.282,0,238.95,5.2,0,0,17,2007-02-01 11:02:00
"67300",1.278,0,238.52,5.2,0,0,18,2007-02-01 11:03:00
"67301",1.27,0,237.86,5.2,0,0,17,2007-02-01 11:04:00
"67302",1.27,0,237.69,5.2,0,0,18,2007-02-01 11:05:00
"67303",1.274,0,238.16,5.2,0,0,17,2007-02-01 11:06:00
"67304",1.328,0,238.37,5.6,0,0,17,2007-02-01 11:07:00
"67305",1.364,0.09,239,5.6,0,0,18,2007-02-01 11:08:00
"67306",1.366,0.09,239.1,5.6,0,0,17,2007-02-01 11:09:00
"67307",1.362,0.09,238.87,5.6,0,0,18,2007-02-01 11:10:00
"67308",1.364,0.09,239.12,5.6,0,0,17,2007-02-01 11:11:00
"67309",1.364,0.09,239.23,5.6,0,0,18,2007-02-01 11:12:00
"67310",1.36,0.09,238.87,5.6,0,0,17,2007-02-01 11:13:00
"67311",1.354,0.088,238.7,5.6,0,0,18,2007-02-01 11:14:00
"67312",1.43,0.198,237.86,6,0,0,17,2007-02-01 11:15:00
"67313",1.422,0.204,237.83,6,0,2,17,2007-02-01 11:16:00
"67314",1.418,0.204,237.83,6,0,1,18,2007-02-01 11:17:00
"67315",1.402,0.176,238.13,5.8,0,1,17,2007-02-01 11:18:00
"67316",1.362,0.106,238.75,5.6,0,2,18,2007-02-01 11:19:00
"67317",1.358,0.104,238.35,5.6,0,1,17,2007-02-01 11:20:00
"67318",1.364,0.108,238.95,5.6,0,2,18,2007-02-01 11:21:00
"67319",1.37,0.108,238.83,5.6,0,1,17,2007-02-01 11:22:00
"67320",1.366,0.106,238.4,5.6,0,1,17,2007-02-01 11:23:00
"67321",1.398,0.126,238.99,5.8,0,2,18,2007-02-01 11:24:00
"67322",1.484,0.242,239.32,6.2,0,1,18,2007-02-01 11:25:00
"67323",1.474,0.238,238.87,6.2,0,2,17,2007-02-01 11:26:00
"67324",1.478,0.242,239.49,6.2,0,1,18,2007-02-01 11:27:00
"67325",1.488,0.248,240.61,6.2,0,1,17,2007-02-01 11:28:00
"67326",1.49,0.25,241.02,6.2,0,2,18,2007-02-01 11:29:00
"67327",1.476,0.246,240.24,6.2,0,1,18,2007-02-01 11:30:00
"67328",1.476,0.25,240.92,6.2,0,1,18,2007-02-01 11:31:00
"67329",1.468,0.246,240.32,6.2,0,1,17,2007-02-01 11:32:00
"67330",1.464,0.244,240.03,6.2,0,2,18,2007-02-01 11:33:00
"67331",1.462,0.244,240.01,6,0,1,18,2007-02-01 11:34:00
"67332",1.458,0.244,239.9,6,0,1,17,2007-02-01 11:35:00
"67333",1.45,0.238,239.08,6,0,1,18,2007-02-01 11:36:00
"67334",1.452,0.238,238.84,6,0,2,17,2007-02-01 11:37:00
"67335",1.446,0.236,238.42,6,0,1,18,2007-02-01 11:38:00
"67336",1.44,0.232,237.9,6,0,1,17,2007-02-01 11:39:00
"67337",1.378,0.14,238.37,5.8,0,1,17,2007-02-01 11:40:00
"67338",1.352,0.104,238.42,5.6,0,1,18,2007-02-01 11:41:00
"67339",1.35,0.104,238.11,5.6,0,2,17,2007-02-01 11:42:00
"67340",1.348,0.096,238.53,5.6,0,1,18,2007-02-01 11:43:00
"67341",1.28,0,238.17,5.4,0,0,17,2007-02-01 11:44:00
"67342",1.276,0,238.43,5.2,0,0,17,2007-02-01 11:45:00
"67343",1.28,0,238.85,5.2,0,0,18,2007-02-01 11:46:00
"67344",1.29,0,239.86,5.4,0,0,18,2007-02-01 11:47:00
"67345",1.29,0,239.75,5.4,0,0,17,2007-02-01 11:48:00
"67346",1.292,0,239.88,5.4,0,0,18,2007-02-01 11:49:00
"67347",1.292,0,239.92,5.4,0,0,17,2007-02-01 11:50:00
"67348",1.302,0,240.82,5.4,0,0,18,2007-02-01 11:51:00
"67349",1.306,0,240.54,5.4,0,0,18,2007-02-01 11:52:00
"67350",1.292,0,239.26,5.4,0,0,17,2007-02-01 11:53:00
"67351",1.378,0.072,240.71,5.8,0,0,18,2007-02-01 11:54:00
"67352",1.39,0.1,241.46,5.6,0,0,18,2007-02-01 11:55:00
"67353",1.384,0.098,241.06,5.6,0,0,18,2007-02-01 11:56:00
"67354",1.392,0.1,241.62,5.6,0,0,18,2007-02-01 11:57:00
"67355",1.386,0.1,241.65,5.6,0,0,18,2007-02-01 11:58:00
"67356",1.37,0.094,240.38,5.6,0,0,17,2007-02-01 11:59:00
"67357",1.36,0.09,239.57,5.6,0,0,18,2007-02-01 12:00:00
"67358",1.36,0.092,239.84,5.6,0,0,18,2007-02-01 12:01:00
"67359",1.364,0.094,240.16,5.6,0,0,17,2007-02-01 12:02:00
"67360",1.362,0.094,240.03,5.6,0,0,18,2007-02-01 12:03:00
"67361",1.37,0.096,240.87,5.6,0,0,18,2007-02-01 12:04:00
"67362",1.362,0.06,240.89,5.6,0,0,17,2007-02-01 12:05:00
"67363",1.402,0.122,240.03,5.8,0,0,18,2007-02-01 12:06:00
"67364",1.406,0.122,239.96,5.8,0,0,18,2007-02-01 12:07:00
"67365",1.402,0.122,239.85,5.8,0,0,17,2007-02-01 12:08:00
"67366",1.404,0.124,240.33,5.8,0,0,18,2007-02-01 12:09:00
"67367",1.398,0.122,240.04,5.8,0,0,18,2007-02-01 12:10:00
"67368",1.4,0.126,240.82,5.8,0,0,17,2007-02-01 12:11:00
"67369",1.392,0.122,240.14,5.8,0,0,18,2007-02-01 12:12:00
"67370",1.384,0.12,239.51,5.8,0,0,18,2007-02-01 12:13:00
"67371",1.39,0.122,240.31,5.8,0,0,17,2007-02-01 12:14:00
"67372",1.39,0.124,240.32,5.8,0,0,18,2007-02-01 12:15:00
"67373",1.386,0.122,239.93,5.8,0,0,18,2007-02-01 12:16:00
"67374",1.096,0.128,240.77,5,0,0,13,2007-02-01 12:17:00
